,ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,class_main,multiclass
4080,,bdf02d5,6f5214cd5b78e8344055096db8394eee,fdf55235,Centaur,Sailor,2018-05-20T22:03:23Z,Rogue 3,Rogue,Thief,3,,21,13,16,15,12,10,14,8,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Survival,Shortsword|Shortsword|Dagger,,Int,expertise/Athletics*Acrobatics,Canada,CA,,,,Centaur,,Shortsword|Shortsword|Dagger,1-3,inspiring_rhodes,Rogue,False
4081,,bdf02d5,fd93f3af57748b4669e0f072e4c3bad3,9fae4c01,Human,Knight,2018-05-20T22:02:08Z,Monk 3,Monk,Way of Tranquility,3,Mounted Combatant,24,15,8,16,14,12,14,10,,Acrobatics|Stealth|History|Perception|Persuasion,Shortsword|Dart|Unarmed strike,,Int,,Canada,CA,,,,Human,,Shortsword|Dart|Unarmed Strike,1-3,thirsty_yonath,Monk,False
4082,516d733,3b1332e,755a83ed37a765ad1b12d05529a08d24,977924b7,Wood Elf,Acolyte,2018-05-19T16:43:16Z,Cleric 3,Cleric,Life Domain,3,,27,15,10,14,12,12,17,16,NB,Religion|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light",Luz*0|Taumaturgia*0|Orientação *0|Bless*1|Cure Wounds*1|Detectar Magia*1|Detectar Veneno E Doença*1|Command*1|Guiding Bolt*1|Purificar Alimentos*1|Lesser Restoration*2|Spiritual Weapon*2,Wis,,Brazil,BR,NG,,,Elf,*|Thaumaturgy*0|Friends*0|Bless*1|Cure Wounds*1|Detect Magic*1|Detect Evil and Good*1|Command*1|Guiding Bolt*1|*|Lesser Restoration*2|Spiritual Weapon*2,"Mace|Crossbow, Light",1-3,nostalgic_kalam,Cleric,False
4083,5a7fe87,e6cd1b5,fc08ac60b5abc11063fe88fb368306f5,ac4626a0,Variant,Acolyte,2018-05-19T06:42:33Z,Warlock 3,Warlock,The Great Old One,3,,30,12,12,12,15,13,15,20,Neutral Evil,Arcana|Religion|Insight|Deception,Quarterstaff|Shortbow|Dagger|Spear,Eldritch Blast*0|Thunderclap*0|Friends*0|Dancing Lights*0|Fire Bolt*0|Vicious Mockery*0|Hellish Rebuke*1|Dissonant Whispers*1,Cha,pact boon/Pact of the Tome|eldritch invocations/Agonizing Blast*Eldritch Spear,,,NE,,,Half-Elf,Eldritch Blast*0|Thunderclap*0|Friends*0|Dancing Lights*0|Fire Bolt*0|Vicious Mockery*0|Hellish Rebuke*1|Dissonant Whispers*1,Quarterstaff|Shortbow|Dagger|Spear,1-3,upbeat_meitner,Warlock,False
4084,9364c07,f37422d,ffd4898735d4837b0dcbf7113c7c4066,ab640495,Half-Orc,Acolyte,2018-05-18T00:08:17Z,Cleric 3,Cleric,Life Domain,3,,22,18,16,10,17,12,17,14,,Religion|Insight|Medicine|Intimidation|Persuasion,"Mace|Crossbow, light",Light*0|Mending*0|Sacred Flame*0|Bless Domain Spell*1|Cure Wounds Domain Spell*1|Shield Of Faith*1|Sanctuary*1|Healing Word*1|Inflicting Wounds*1|Lesser Restoration Domain Spell*2|Spiritual Weapon Domain Spell*2|Zone Of Truth*2|Blindness/deafness*2,Wis,,United States,US,,,,Half-Orc,Light*0|Mending*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Shield of Faith*1|Sanctuary*1|Healing Word*1|Inflict Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Zone of Truth*2|Blindness/Deafness*2,"Mace|Crossbow, Light",1-3,silly_pare,Cleric,False
4085,e1579ae,,f16730b3f6e74974795c293a3b1148b7,b257c9b7,Tabaxi,Sailor,2018-05-10T00:41:09Z,Monk 3,Monk,Way of the Open Hand,3,,18,15,10,17,12,10,15,10,,Athletics|Acrobatics|Stealth|Insight|Perception,Quarterstaff|Dart|Unarmed strike,,Int,,United States,US,,,,Tabaxi,,Quarterstaff|Dart|Unarmed Strike,1-3,laughing_northcutt,Monk,False
4086,4659a69,1a66e25,6d5828c8c12f6ff96c7f40a50e231f30,9afa403a,Gray Dwarf,Urban Bounty Hunter,2018-05-06T21:44:38Z,Ranger 3,Ranger,Hunter,3,,28,16,16,14,15,12,10,8,,Nature|Animal Handling|Insight|Perception|Persuasion,Shortsword|Longbow,,Wis,fighting style/Two-Weapon Fighting,United States,US,,,,Dwarf,,Shortsword|Longbow,1-3,eloquent_feistel,Ranger,False
4087,0b09acc,0720880,9855681502357056e083290e555e8164,34c2103d,Half-Orc,Folk Hero,2018-05-05T00:38:15Z,Monk 3,Monk,Way of the Drunken Master,3,,27,14,13,15,14,12,14,11,Lawful good,Acrobatics|Animal Handling|Insight|Survival|Intimidation|Performance,Dart|Unarmed Strike|Quarterstaff,,Int,,,,LG,,,Half-Orc,,Dart|Unarmed Strike|Quarterstaff,1-3,youthful_carson,Monk,False
4088,0b09acc,0720880,9441097093534864ffe55ea5ce22f81f,cc9b7748,Half-Orc,Outlander,2018-05-05T00:31:41Z,Monk 3,Monk,Way of the Four Elements,3,,24,12,17,14,14,12,10,8,,Athletics|History|Religion|Survival|Intimidation,Monk Unarmed Strike|Shortsword|Dart,,Int,elemental disciplines/Fist of Unbroken Air,,,,,,Half-Orc,,Unarmed Strike|Shortsword|Dart,1-3,cocky_kirch,Monk,False
4089,0b09acc,0720880,58d232f89b56cc8448e27fdcf5c91d49,ab92b0c2,Half-Elf,Hermit,2018-05-04T21:08:53Z,Druid 3,Druid,Circle of the Shepherd,3,,24,11,11,11,15,13,17,16,Nuetral Goodt,Nature|Religion|Animal Handling|Insight|Medicine|Perception,Spear|Handaxe,Shillelagh*0|Produce Flame*0|Cure Wounds*1|Goodberry*1|Thunderwave*1|Charm Person*1|Moonbeam*2|Pass Without Trace*2,Wis,,,,NG,,,Half-Elf,Shillelagh*0|Produce Flame*0|Cure Wounds*1|Goodberry*1|Thunderwave*1|Charm Person*1|Moonbeam*2|Pass Without Trace*2,Spear|Handaxe,1-3,cool_golick,Druid,False
4090,8891199,5c651d3,436804e219d0eabe642e1c90f1586e8b,bc38ef2c,Human,Far Traveler,2018-05-04T01:27:24Z,Rogue 3,Rogue,Assassin,3,,24,14,9,16,15,14,11,13,,Acrobatics|Stealth|Insight|Perception|Intimidation|Performance,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Intimidation,,,,,,Human,,Rapier|Shortbow|Dagger,1-3,heuristic_brown,Rogue,False
4091,1326cab,5c651d3,eb2b3a24db66762772ee61ee6a0ed779,d21b4f23,Human,Acolyte,2018-05-04T01:03:40Z,Cleric 3,Cleric,Tempest Domain,3,Magic Initiate,27,16,12,10,16,10,18,12,,Religion|Insight|Medicine|Persuasion,"Warhammer|Crossbow, light",Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2,Wis,,United States,US,,,,Human,Fog Cloud*1|Thunderwave*1|Gust of Wind*2|Shatter*2,"Warhammer|Crossbow, Light",1-3,stupefied_northcutt,Cleric,False
4092,1326cab,5c651d3,7bc98f4620d5bfc1cc9158dbb1063498,e4e291c4,Hill Dwarf,Cloistered Scholar,2018-05-04T01:03:11Z,Cleric 3,Cleric,Life Domain,3,,30,16,16,10,16,12,18,11,,History|Religion|Insight|Medicine,"Warhammer|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Wis,,United States,US,,,,Dwarf,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,"Warhammer|Crossbow, Light",1-3,confident_aryabhata,Cleric,False
4093,1326cab,5c651d3,7f5f6290c0f5de7efe00b1ca442a8bf6,cde4a93c,Human,Noble,2018-05-04T01:02:34Z,Sorcerer 3,Sorcerer,Draconic Bloodline,3,Spell Sniper,26,16,10,16,16,11,11,18,NG,Arcana|History|Insight|Deception|Persuasion,Quarterstaff|Dagger,,Cha,metamagic/Twinned Spell*Empowered Spell,United States,US,NG,,,Human,,Quarterstaff|Dagger,1-3,nostalgic_ardinghelli,Sorcerer,False
4094,b151437,111309a,72d91b01fca1a9a02cad492a9f88e04c,ea4b30be,Human,Hermit,2018-05-04T00:32:25Z,Monk 3,Monk,Way of the Kensei,3,,24,12,15,16,14,13,9,11,,Athletics|Religion|Insight|Medicine,Quarterstaff|Dart|Unarmed Strike,,Int,,United States,US,,,,Human,,Quarterstaff|Dart|Unarmed Strike,1-3,nifty_elion,Monk,False
4095,b151437,111309a,0c107f97bb639e1c4a62a28ede030586,0a29ca76,Goliath,Outlander,2018-05-03T15:01:35Z,Revised Ranger 3,Revised Ranger,Hunter Conclave,3,,24,13,16,15,14,10,12,8,Neuteral Good,Athletics|Stealth|Nature|Animal Handling|Survival,Longbow|Greataxe,,Wis,favored enemy/Humanoids|hunter's prey/Horde Breaker|fighting style/Archery,United States,US,NG,,,Goliath,,Longbow|Greataxe,1-3,objective_rhodes,Revised Ranger,False
4096,6e5702c,cc80c68,dcceae91ca61ece78ad7707c1d2f3719,07ebf624,Human,Soldier,2018-05-02T16:42:07Z,Ranger 3,Ranger,Hunter,3,Sharpshooter,25,14,13,16,13,8,14,10,,Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation,Shortsword|Longbow,,Wis,fighting style/Archery,,,,,,Human,,Shortsword|Longbow,1-3,stoic_swirles,Ranger,False
4097,fbe043a,18f7f9a,79270ec428114685169ba928d711f454,b4c02930,Half-Elf,Courtier,2018-05-01T14:44:38Z,Bard 3,Bard,College of Lore,3,,24,13,10,14,14,9,12,17,,Acrobatics|Sleight of Hand|History|Insight|Medicine|Deception|Performance|Persuasion,Rapier|Dagger,,Cha,expertise/Persuasion,United States,US,,,,Half-Elf,,Rapier|Dagger,1-3,recursing_keldysh,Bard,False
4098,4659a69,1a66e25,1bb88218740c290d6508e65b05a7b6f2,2759c905,Dragonborn,Acolyte,2018-04-29T23:50:12Z,Barbarian 3,Barbarian,Path of the Berserker,3,,29,13,17,14,13,12,10,9,,Religion|Insight,Greataxe|Handaxe|Javelin,,Int,,United States,US,,,,Dragonborn,,Greataxe|Handaxe|Javelin,1-3,gracious_sammet,Barbarian,False
4099,4659a69,1a66e25,8cd365a48a6e9a108b3a60a61248215f,cf4b7f11,Wood Elf,Custom,2018-04-29T23:49:31Z,Ranger 3,Ranger,Beast Master,3,,25,15,12,18,13,10,17,8,,Stealth|Nature|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,,Wis,fighting style/Archery,United States,US,,,,Elf,,Shortsword|Longbow,1-3,cocky_franklin,Ranger,False
4100,4659a69,1a66e25,8e3a0ed5da9219fefe8b5a0aa7a65b62,d2b6cafc,Half-Elf,Acolyte,2018-04-29T23:48:39Z,Rogue 3,Rogue,Assassin,3,,21,13,15,14,13,12,10,10,,Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Intimidation|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics,United States,US,,,,Half-Elf,,Rapier|Shortbow|Dagger,1-3,loving_ellis,Rogue,False
4101,613ab55,53632e0,c1b55345e1c433c0048b1ea99cdb4271,81c4f9bf,Meio-Orc,Cavaleiro,2018-04-28T06:57:27Z,Paladin 3,Paladin,Oath of Vengeance,3,,28,18,19,10,14,12,10,17,Leal e Neutro,Athletics|Arcana|Religion|Intimidation|Persuasion,Machado Grande,Bane*1|Hunter’s Mark*1,Cha,fighting style/Great Weapon Fighting,,,LN,,,Orc,Bane*1|Hunter's Mark*1,,1-3,jolly_ride,Paladin,False
4102,a254a9c,32d966d,968f82797f238c1dbfb75ac55d4c4515,c360e240,Triton,Knight,2018-04-27T20:10:27Z,Fighter 3,Fighter,Samurai,3,,28,18,16,14,14,8,10,13,LG,Athletics|Acrobatics|History|Insight|Persuasion,Lance|Handaxe,,Int,fighting style/Protection,,,LG,,,Triton,,Lance|Handaxe,1-3,clever_mclean,Fighter,False
4103,a254a9c,32d966d,a2e035889628e00d8b3d3e635e7ec2b8,9779f29c,Goliath,Barbarian Tribe Member,2018-04-27T20:09:33Z,Barbarian 3,Barbarian,Path of the Zealot,3,,32,12,17,10,15,8,12,13,,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,,,,,,Goliath,,Greataxe|Handaxe|Javelin,1-3,compassionate_noyce,Barbarian,False
4104,a254a9c,32d966d,8406498ab6ab55572f9e0afeb49ab532,bb7ea9e1,Tabaxi,Urban Bounty Hunter,2018-04-27T20:07:37Z,Rogue 3,Rogue,Assassin,3,,24,14,8,17,14,10,12,14,CN,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Deception,,,CN,,,Tabaxi,,Rapier|Shortbow|Dagger,1-3,zealous_kilby,Rogue,False
4105,7bbab3f,f0b345a,7db7f89e20e385f0941b130dd71a65db,0c1c5783,Stout Halfling,Barbarian Tribe Member,2018-04-27T19:23:27Z,Barbarian 3,Barbarian,Path of the Berserker,3,,38,16,16,16,16,13,14,14,,Athletics|Nature|Animal Handling|Survival,Greataxe|Handaxe|Javelin,,Int,,,,,,,Halfling,,Greataxe|Handaxe|Javelin,1-3,confident_almeida,Barbarian,False
4106,7483a4d,fb7452d,90b75a1ea01a37fe0ed6702412ce8f04,50aa5dea,Goliath,,2018-04-27T17:21:53Z,Cleric 3,Cleric,Forge Domain,3,,31,18,16,13,16,8,16,12,neutral,Athletics|Insight|Survival|Persuasion,Mace|Spear,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Wis,,,,NN,,,Goliath,Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2,Mace|Spear,1-3,happy_ritchie,Cleric,False
4107,72303b8,d2af2ff,0a74056f59425f4d6afa68aa4d01e858,d99cf749,Scourge Aasimar,Folk Hero,2018-04-26T20:25:17Z,Paladin 3,Paladin,OathBreaker,3,,32,18,16,13,16,8,12,16,,Athletics|Animal Handling|Survival|Intimidation,Longsword|Javelin,Hellish Rebuke*1|Inflict Wounds*1,Cha,fighting style/Dueling,,,,,,Aasimar,Hellish Rebuke*1|Inflict Wounds*1,Longsword|Javelin,1-3,determined_wiles,Paladin,False
4108,,d10e50b,bd6ed3588c4cbe9224ceebe7b4cc0c1c,66d43cfb,Dark Elf,Far Traveler,2018-04-26T19:26:14Z,Fighter 3,Fighter,Eldritch Knight,3,,28,18,15,10,15,14,10,9,,History|Animal Handling|Insight|Perception,"Longsword|Crossbow, light",,Int,fighting style/Dueling,Canada,CA,,,,Elf,,"Longsword|Crossbow, Light",1-3,hungry_goldwasser,Fighter,False
4109,72303b8,d2af2ff,d027f4ad1341a1918fad4e23f95330d8,01f22218,Scourge Aasimar,Knight,2018-04-26T19:07:59Z,Fighter 3,Fighter,Samurai,3,,36,16,16,13,16,8,14,14,lawful good,Athletics|Animal Handling|Insight|Perception,Longsword|Shortsword|Longbow,,Int,fighting style/Dueling,,,LG,,,Aasimar,,Longsword|Shortsword|Longbow,1-3,eager_villani,Fighter,False
4110,2ccf4e2,5bb35ec,d9b84e3c27c63a586a90b66db09fb496,d2d9db19,Goblin,Charlatan,2018-04-24T19:03:03Z,Rogue 3,Rogue,Assassin,3,,24,16,10,20,15,14,11,14,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,,,,Goblin,,Shortsword|Shortbow|Dagger,1-3,gifted_mahavira,Rogue,False
4111,2ccf4e2,5bb35ec,36ac64dd5a24819a221269d30c80521f,57f22e11,Tiefling,Cloistered Scholar,2018-04-24T19:02:21Z,Cleric 3,Cleric,Life Domain,3,,24,18,13,11,14,13,16,13,,History|Religion|Insight|Medicine,"Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,Wis,,,,,,,Tiefling,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2,"Mace|Crossbow, Light",1-3,agitated_ramanujan,Cleric,False
4112,2ccf4e2,5bb35ec,11527e92678ea4eb2c48ec16dc687345,e1f43341,Human,Hermit,2018-04-24T19:01:08Z,Monk 3,Monk,Way of the Open Hand,3,,27,17,12,18,16,14,17,13,,Acrobatics|History|Religion|Medicine,Club|Dart|Unarmed strike,,Int,,,,,,,Human,,Club|Dart|Unarmed Strike,1-3,festive_curran,Monk,False
4113,5c38a1c,223134e,f5dc4905c9ef49db8f9a7512bb236091,397f550f,Variant,Faction Agent,2018-04-21T16:14:57Z,Paladin 3,Paladin,Oath of Ancients,3,,28,18,15,12,14,10,8,17,,Athletics|Religion|Insight|Perception|Intimidation|Persuasion,Longsword|Javelin,Ensnaring Strike*1|Speak with Animals*1,Cha,fighting style/Protection,,,,,,Half-Elf,Ensnaring Strike*1|Speak with Animals*1,Longsword|Javelin,1-3,admiring_archimedes,Paladin,False
4114,5c38a1c,223134e,02c2c73260b093d7ca8efa4b6c412091,c90048c5,Firbolg,Sage,2018-04-21T16:10:19Z,Druid 3,Druid,Circle of the Moon,3,,21,14,11,13,12,14,17,8,,Arcana|History|Nature|Insight,Quarterstaff|Javelin|Sling,,Wis,,,,,,,Firbolg,,Quarterstaff|Javelin|Sling,1-3,elegant_bohr,Druid,False
4115,b7cd03c,52b4dd8,1a102efbc652518a0d78288752b20905,3cb99519,Tabaxi,Sailor,2018-04-19T17:21:07Z,Bard 3,Bard,College of Swords,3,,27,15,12,18,17,13,14,18,,Athletics|Stealth|Arcana|Religion|Perception|Performance,Rapier|Dagger,,Cha,expertise/Performance*Perception|fighting style/Dueling,,,,,,Tabaxi,,Rapier|Dagger,1-3,quizzical_einstein,Bard,False
4116,95422e5,d7c747d,c4a5f10b8ea0e72873114ce27c0b89d0,f4ed15b3,Human,Soldier,2018-04-18T15:34:24Z,Rogue 3,Rogue,Assassin,3,Alert,24,15,9,16,14,14,14,11,Neutral,Athletics|Acrobatics|Stealth|Insight|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics,,,NN,,,Human,,Rapier|Shortbow|Dagger,1-3,nifty_engelbart,Rogue,False
4117,d580ce9,d580ce9,5ef07ecb2ff4fdaf9d01bf6be6067b90,50aa5dea,Half-Orc,Knight,2018-04-16T21:33:57Z,Fighter 3,Fighter,Champion,3,,29,16,19,14,15,11,9,9,,Athletics|Nature|Perception|Intimidation|Persuasion,Shortsword|Shortsword|Handaxe,,Int,fighting style/Two-Weapon Fighting,,,,,,Half-Orc,,Shortsword|Shortsword|Handaxe,1-3,happy_ritchie,Fighter,False
4118,d580ce9,d580ce9,eb7f901a47c55921e0db18f41b5f1a87,2e8d0d65,Wood Elf,Folk Hero,2018-04-16T21:33:57Z,Rogue 3,Rogue,Thief,3,,21,14,8,16,13,9,16,11,,Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Thieves' Tools*Stealth,,,,,,Elf,,Rapier|Shortbow|Dagger,1-3,infallible_yalow,Rogue,False
4119,d580ce9,d580ce9,46b2b4145c5529defbd5e6f99fcc9fc2,50aa5dea,Goliath,Entertainer,2018-04-16T21:33:57Z,Bard 3,Bard,College of Swords,3,,27,12,16,12,16,8,13,16,,Athletics|Acrobatics|Sleight of Hand|Deception|Performance|Persuasion,Longsword|Dagger,,Cha,fighting style/Two-Weapon Fighting|expertise/Sleight of Hand*Persuasion,,,,,,Goliath,,Longsword|Dagger,1-3,happy_ritchie,Bard,False
4120,d580ce9,d580ce9,c5c3d43508f32a666aace14ce8a1f873,7aad7875,Turtle,Hermit,2018-04-08T09:08:33Z,Barbarian 3,Barbarian,Path of the Berserker,3,,32,19,19,12,14,8,12,13,,Nature|Religion|Animal Handling|Medicine|Survival,Greataxe|Handaxe|Javelin,,Int,,,,,,,Turtle,,Greataxe|Handaxe|Javelin,1-3,stoic_raman,Barbarian,False
4121,d580ce9,d580ce9,05998a5e27f3b8f14b58644ca9a10d42,bcf1fa28,Half-Elf,Mercenary Veteran,2018-04-07T15:40:55Z,Ranger 3,Ranger,Beast Master,3,,32,16,10,16,14,13,13,10,,Athletics|Stealth|Animal Handling|Insight|Medicine|Survival|Persuasion,"Shortsword|Crossbow, light",,Wis,fighting style/Archery,,,,,,Half-Elf,,"Shortsword|Crossbow, Light",1-3,nervous_goldstine,Ranger,False
4122,40ca151,020d2d4,03adbfc46bd4f0ae4a774a363b85f689,7bac2181,Tabaxi,Charlatan,2021-08-10T23:22:04Z,Rogue 2,Rogue,,2,,11,17,14,20,10,14,6,16,,Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Intimidation,Rapier|Shortbow|Dagger|(Tiger) Claws|(Tiger) Bite,,Int,expertise/Stealth*Athletics,United States,US,,,,Tabaxi,,Rapier|Shortbow|Dagger||,1-3,elated_hopper,Rogue,False
4123,2c1e465,ce53022,6861ac9c4eb346f6dd04d7cf5af0430b,756420a8,Pandaren,Hermit,2021-08-10T00:46:37Z,Fighter 2,Fighter,,2,,20,16,13,16,14,13,13,15,Neutral,Acrobatics|Religion|Insight|Medicine,Rifle (8 Before Reload|Rifle-Stock,,Int,fighting style/Close Quarters Shooter,United States,US,NN,,,,,|,1-3,crazy_cray,Fighter,False
4124,11b7857,4b83a3e,ea0d3e423fd7501edbc061d7d875f050,c2c261d1,Kobold,Folk Hero,2021-08-07T00:07:52Z,Cleric 2,Cleric,Knowledge Domain,2,,16,16,6,16,17,13,15,11,,Arcana|History|Religion|Animal Handling|Medicine|Survival,Mace|Dagger,Command*1|Identify*1,Wis,,Australia,AU,,,,Kobold,Command*1|Identify*1,Mace|Dagger,1-3,confident_margulis,Cleric,False
4125,,,2d575619a49ee031c91e022801e66031,ec66159e,Firbolg,Guild Artisan,2021-08-03T18:23:19Z,Monk 2,Monk,,2,,15,17,14,18,13,11,17,10,Neutral Good,Acrobatics|Stealth|Insight|Persuasion,Quarterstaff|Dart|Unarmed strike,,Int,,Canada,CA,NG,,,Firbolg,,Quarterstaff|Dart|Unarmed Strike,1-3,peaceful_lumiere,Monk,False
4126,46657ee,bb8cc9b,8c77e577de13e88ed3ee88c0854fb185,5df73559,Variant,Charlatan,2021-07-30T22:38:11Z,Warlock 2,Warlock,The Celestial,2,,18,16,8,14,12,10,16,16,,Stealth|Insight|Medicine|Deception|Persuasion,2 Dagger|Shortsword|Eldrich Blast|Sacred Flame (DC 13 Dex),Light*0|Sacred Flame*0|Eldrich Blast*0|Prestadigatation*0|Thamaturgy*0|Cure Wounds*1|Guilding Bolts*1|Armor Of Agathys*1|Hex*1,Cha,eldritch invocations/Repelling Blast*Agonizing Blast,United States,US,,,,Half-Elf,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Thaumaturgy*0|Cure Wounds*1|Guiding Bolt*1|Armor of Agathys*1|Hex*1,Dagger|Shortsword||,1-3,flamboyant_black,Warlock,False
4127,907bd09,affd856,0d9073135a7969c9a4d0a482fca8b895,df90aecf,Goblin,Fisher,2021-07-30T20:47:21Z,Wizard 2,Wizard,Chronurgy,2,,14,12,8,14,12,17,14,10,,Arcana|History|Investigation|Survival,Quarterstaff,Mind Sliver*0|Fire Bolt*0|Prestidigitation*0|Shield*1|Sleep*1|Identify (R)*1|Mage Armor*1|Tasha's Hideous Laughter*1|Magic Missle*1|Detect Magic (R)*1|Frost Fingers*1,Int,,United States,US,,,,Goblin,*|Fire Bolt*0|Prestidigitation*0|Shield*1|Sleep*1|Identify*1|Mage Armor*1|Tasha's Hideous Laughter*1|Magic Missile*1|Detect Magic*1|*,Quarterstaff,1-3,musing_tharp,Wizard,False
4128,ac87645,8cbd187,8bf341ab4e2fef61dbfdaf7cd6fbe2ff,c52b507f,Lineage - Glas,Folk Hero,2021-07-28T11:02:21Z,Paladin 2,Paladin,,2,,22,16,16,16,15,12,14,19,,Athletics|Animal Handling|Medicine|Survival,Glaive|Double scimitar|Javelin,,Cha,fighting style/Great Weapon Fighting,United States,US,,,,Tiefling,,Glaive|Scimitar|Javelin,1-3,determined_zhukovsky,Paladin,False
4129,5d2af3f,6fff5c5,a8786656052d13a7ddad1f414fe68c42,12be55cd,Turtle,Criminal,2021-07-24T10:17:52Z,Rogue 2,Rogue,,2,,15,13,16,15,13,8,11,12,,Sleight of Hand|Stealth|Insight|Perception|Survival|Deception|Intimidation,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,Canada,CA,,,,Turtle,,Rapier|Shortbow|Dagger,1-3,brave_booth,Rogue,False
4130,5d2af3f,6fff5c5,9e9ec880ab06b3185a52760cd3fec6f9,443bde83,Kobold,Courtier,2021-07-24T02:37:14Z,Warlock 2,Warlock,The Great Old One,2,,13,12,11,14,10,8,14,15,,Arcana|Insight|Deception|Persuasion,Light Hammer|Sickle|Dagger,,Cha,eldritch invocations/Agonizing Blast,Canada,CA,,,,Kobold,,Light hammer|Sickle|Dagger,1-3,kind_easley,Warlock,False
4131,5d2af3f,6fff5c5,cd54e889ddd81813515f4e46e2f93857,512d0cd8,Goblin,Folk Hero,2021-07-24T02:36:49Z,Bard 2,Bard,,2,,17,11,12,12,14,8,14,15,,Animal Handling|Insight|Survival|Performance|Persuasion,Rapier|Dagger,,Cha,,Canada,CA,,,,Goblin,,Rapier|Dagger,1-3,fervent_wiles,Bard,False
4132,5d2af3f,6fff5c5,c56b994a5fd067dfc509a06d2807616f,7907ba67,Kenku,Athlete,2021-07-24T02:36:24Z,Barbarian 2,Barbarian,,2,,23,14,15,15,14,10,13,8,,Athletics|Acrobatics|Sleight of Hand|Perception|Intimidation,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,,,Kenku,,Greataxe|Handaxe|Javelin,1-3,festive_pike,Barbarian,False
4133,5d2af3f,6fff5c5,976dd0bd48bb0d1b9d30e62692f8cdab,589db785,Lightfoot Halfling,Charlatan,2021-07-24T01:32:17Z,Cleric 2,Cleric,Trickery Domain,2,,17,13,12,12,14,8,15,14,,Sleight of Hand|Medicine|Deception|Persuasion,Mace,Charm Person*1|Disguise Self*1,Wis,,Canada,CA,,,,Halfling,Charm Person*1|Disguise Self*1,Mace,1-3,upbeat_brown,Cleric,False
4134,5d2af3f,6fff5c5,1122134340fce40b946677577d5f03d2,6986367a,Mountain Dwarf,Knight,2021-07-24T01:31:52Z,Fighter 2,Fighter,,2,,20,13,17,12,15,10,8,14,,Athletics|History|Perception|Persuasion,Longsword,,Int,fighting style/Dueling,Canada,CA,,,,Dwarf,,Longsword,1-3,infallible_montalcini,Fighter,False
4135,8f02bd1,7a4c69b,480821732fc1f56afb86ebceb968ebd8,8c5faeea,Lizardfolk,Clan Crafter,2021-07-16T04:11:45Z,Artificer 2,Artificer,,2,,12,15,7,16,10,11,12,16,True Neutral ,Sleight of Hand|History|Investigation|Insight|Perception|Survival,"Mace|Dart|Crossbow Of Repeating Shot, light",Spare The Dying*0|Grease*1|Catapult*1,Int,,United States,US,NN,,,Lizardfolk,Spare the Dying*0|Grease*1|Catapult*1,"Mace|Dart|Crossbow, Light",1-3,kind_turing,Artificer,False
4136,d5bb763,9409964,e8cf473638044a7bad10b153158de710,42177075,Tiefling,Acolyte,2021-06-20T21:34:27Z,Wizard 2,Wizard,School of Evocation,2,,14,10,8,10,13,16,12,16,,Arcana|History|Religion|Insight,Quarterstaff,,Int,,United States,US,,,,Tiefling,,Quarterstaff,1-3,blissful_shtern,Wizard,False
